id,level,question_answer_id,bot_id,question,original_question
714,1,23964,30,周辺商品で保証人代行（Ｃａｓａ/日本セーフティなど）の担当者は誰になりますか。,周辺商品で保証人代行（Ｃａｓａ/日本セーフティなど）の担当者は誰になりますか。
715,2,24424,30,粗大ごみの担当者,粗大ごみの担当者
716,2,24482,30,いえらぶの掲載の担当者,いえらぶの掲載の担当者
717,2,24424,30,掲載の担当者,掲載の担当者
718,1,24031,30,掲載指摘で不動産ポータルサイトからの掲載指摘対応の担当者は誰になりますか。,掲載指摘で不動産ポータルサイトからの掲載指摘対応の担当者は誰になりますか。
719,2,0,30,iPhoneのパスコードは？,iPhoneのパスコードは？
720,2,23792,30,携帯が壊れた,携帯が壊れた
721,1,23779,30,社用携帯の画面が割れた。,社用携帯の画面が割れた。
722,1,24496,30,セクハラを受けた,セクハラを受けた
723,1,0,30,年末調整,年末調整
724,1,23898,30,君の名前は,君の名前は
725,1,0,30,耳より情報,耳より情報
726,1,23975,30,建築耳より・一括借上耳より情報提供の担当者は誰になりますか。,建築耳より・一括借上耳より情報提供の担当者は誰になりますか。
727,2,23727,30,粗大ゴミの処分方法は,粗大ゴミの処分方法は
728,1,23985,30,産業廃棄物の担当者は誰になりますか。,産業廃棄物の担当者は誰になりますか。
731,2,23777,30,新しい社用携帯はいつから使用可能なのか,新しい社用携帯はいつから使用可能なのか
732,1,23928,30,夕食会申請の担当者,夕食会申請の担当者
733,1,23785,30,シータが動かない。,シータが動かない。
734,2,24500,30,耳より人材の担当者,耳より人材の担当者
735,1,0,30,人材開発,人材開発
736,2,24482,30,人材開発の担当者,人材開発の担当者
737,1,23232,37,配送の日時指定はできますか？,配送の日時指定はできますか？
738,1,23237,37,送料はいくら？,送料はいくら？
739,1,24504,37,ありがとうございます！,ありがとうございます！
740,1,23232,37,配送の日時指定はできますか？,配送の日時指定はできますか？
741,1,23237,37,それじゃ送料はいくらですか？,それじゃ送料はいくらですか？
742,1,24504,37,わかりました、ありがとうございます。,わかりました、ありがとうございます。
743,1,24625,30,仲介手数料の減額,仲介手数料の減額
744,1,24593,30,人事の担当者は誰,人事の担当者は誰
745,2,24482,30,らく賃の担当者,らく賃の担当者
746,2,23796,30,パソコンが足りない,パソコンが足りない
747,1,23902,30,解決しない,解決しない
748,2,0,30,頑張れ,頑張れ
749,1,23870,30,お疲れ様,お疲れ様
750,1,24498,30,かわいい,かわいい
751,1,23745,30,賃貸借契約書がほしい。,賃貸借契約書がほしい。
752,1,23855,30,また明日,また明日
753,2,24522,30,らく賃の担当者は誰,らく賃の担当者は誰
754,2,24522,30,らく賃の担当者は誰。,らく賃の担当者は誰。
755,2,24522,30,らく賃の担当者は誰。,らく賃の担当者は誰。
756,2,24522,30,いえらぶの担当者は誰。,いえらぶの担当者は誰。
757,2,24522,30,らく賃の担当者は誰。,らく賃の担当者は誰。
758,2,24481,30,救急箱の担当,救急箱の担当
759,2,24522,30,モバイル端末についての担当者は誰。,モバイル端末についての担当者は誰。
760,2,24522,30,いえらぶの担当者は誰。,いえらぶの担当者は誰。
761,2,24449,30,救急箱の中身の使用期限が過ぎていますが、誰に聞けばいい,救急箱の中身の使用期限が過ぎていますが、誰に聞けばいい
762,2,24522,30,いえらぶの担当者は誰,いえらぶの担当者は誰
763,2,24481,30,救急用具の担当は誰,救急用具の担当は誰
764,2,24536,30,らく賃の担当者は誰。,らく賃の担当者は誰。
765,1,24627,30,らく賃の担当者は誰,らく賃の担当者は誰
766,2,24627,30,いえらぶの担当者は誰,いえらぶの担当者は誰
767,2,24627,30,JICの担当者は誰,JICの担当者は誰
768,2,24627,30,いえらぶの担当者は誰,いえらぶの担当者は誰
769,1,24501,30,ロゴの担当者は誰。,ロゴの担当者は誰。
770,2,24627,30,いえらぶの担当者は誰,いえらぶの担当者は誰
771,2,24627,30,いえらぶの担当者は誰。,いえらぶの担当者は誰。
772,1,24501,30,ロゴの担当者は誰。,ロゴの担当者は誰。
773,1,24489,30,パソコンが重い,パソコンが重い
774,2,24571,30,救急箱の担当は誰,救急箱の担当は誰
775,1,24628,30,救急箱の担当は誰。,救急箱の担当は誰。
777,2,23817,30,健康診断の二次検査はどちらに行けばいいのでしょうか？,健康診断の二次検査はどちらに行けばいいのでしょうか？
779,2,24496,30,今年の健康診断を受けていませんが、健康診断を受ける必要はありますか？,今年の健康診断を受けていませんが、健康診断を受ける必要はありますか？
780,2,0,30,新しい携帯を起動すると、ＢＣＡgentnoで初期パスワードの設定行ってください。と表示されますが、設定方法が分かりません。,新しい携帯を起動すると、ＢＣＡgentnoで初期パスワードの設定行ってください。と表示されますが、設定方法が分かりません。
781,2,23854,30,分かりません,分かりません
782,1,17375,14,おはよう,おはよう
783,1,13961,14,料金教えて,料金教えて
784,2,0,30,iPhone端末から電話帳移行したいのですが、Ｚｅｅｔｌｅアプリダウンロードの依頼が表示されません。どうしたらいいですか？,iPhone端末から電話帳移行したいのですが、Ｚｅｅｔｌｅアプリダウンロードの依頼が表示されません。どうしたらいいですか？
785,1,24631,1,何科?,何科?
786,1,24631,1,何科?,何科?
787,1,9718,1,ボットとは,ボットとは
788,2,9588,1,好きなラーメンノカタチは,好きなラーメンノカタチは
789,1,9720,1,ラーメン好き？,ラーメン好き？
790,1,9720,1,好きなラーメンは？,好きなラーメンは？
791,1,0,30,社員の年末年始休日は？,社員の年末年始休日は？
792,1,24506,30,いえらぶの担当は誰,いえらぶの担当は誰
793,1,24629,30,JICの担当は誰,JICの担当は誰
794,1,24500,30,顧客管理システムの担当者は誰。,顧客管理システムの担当者は誰。
795,2,9361,2,今週の予定を知りたいのですが,今週の予定を知りたいのですが
796,2,0,2,総務部の山田さんについて知りたい,総務部の山田さんについて知りたい
797,1,23237,37,送料について知りたい,送料について知りたい
798,1, - ,37,10歳,10歳
799,1,24633,30,パソコンが足りない,パソコンが足りない
800,2,13927,14,いくら,いくら
801,1,24627,30,らく賃担当者は誰,らく賃担当者は誰
802,1,24506,30,いえらぶの担当者は誰,いえらぶの担当者は誰
803,1,24409,30,ごみがたまってきました,ごみがたまってきました
804,2,23618,1,鯖ってなんですか？,鯖ってなんですか？
805,2,23777,30,社用携帯で通話が出来ない。,社用携帯で通話が出来ない。
806,2,24634,30,Googleの店舗情報の担当者は誰,Googleの店舗情報の担当者は誰
807,2,24634,30,Googleの店舗情報の担当者は誰。,Googleの店舗情報の担当者は誰。
808,2,24634,30,Googleの店舗情報の担当者は誰。,Googleの店舗情報の担当者は誰。
809,1,24634,30,Googleの店舗情報の担当者は誰。,Googleの店舗情報の担当者は誰。
810,2,0,30,顧客管理のパスワードが分からない,顧客管理のパスワードが分からない
811,1,24490,30,外部への広報・ＩＲの担当者は誰。,外部への広報・ＩＲの担当者は誰。
812,1,24638,40,液晶テレビ ブラビア,液晶テレビ ブラビア
813,1, - ,40,A1シリーズ,A1シリーズ
814,1, - ,40,画面、映像、音声のトラブル,画面、映像、音声のトラブル
815,1, - ,40,地デジが映らない（AndroidTV）,地デジが映らない（AndroidTV）
816,1, - ,40,正常に映ってはいたが、急に映らなくなった。,正常に映ってはいたが、急に映らなくなった。
817,1, - ,40,「BS」や「HDMI1」などに切り替わる。(地デジにならない),「BS」や「HDMI1」などに切り替わる。(地デジにならない)
819,2,23240,37,最中ってなに,最中ってなに
820,2,0,37,焼き物,焼き物
822,2,18642,13,宿泊費,宿泊費
823,2,18637,13,国内出張について、接待ゴルフで前泊した場合、宿泊費・日当は付きますか？,国内出張について、接待ゴルフで前泊した場合、宿泊費・日当は付きますか？
824,1,23814,30,退職することになりましたので、持株会を退会したいのですが、どのようにしたら宜しいでしょうか？,退職することになりましたので、持株会を退会したいのですが、どのようにしたら宜しいでしょうか？
825,1,24484,30,小口精算振り込まれていない,小口精算振り込まれていない
826,1,0,30,セミナーの担当者は？,セミナーの担当者は？
827,1,23774,30,"ホープハウスシステムと一緒にやっている家主様セミナーの参加家主様の出欠連絡は
どこにしたら宜しいですか。","ホープハウスシステムと一緒にやっている家主様セミナーの参加家主様の出欠連絡は
どこにしたら宜しいですか。"
828,1,24642,30,パスワードがわからなくなった。,パスワードがわからなくなった。
829,1,24492,30,これから寒くなったら仕事中に黒のタイツは履いても大丈夫ですか？,これから寒くなったら仕事中に黒のタイツは履いても大丈夫ですか？
830,1,23839,30,趣味は何ですか？,趣味は何ですか？
831,1,23812,30,新規入社の社員の従業者証明書はいつ届くのか？,新規入社の社員の従業者証明書はいつ届くのか？
832,1,24434,30,直接総務課の方と直接話はできますか。,直接総務課の方と直接話はできますか。
833,1,24625,30,知り合いの仲介手数料を割り引けますか。,知り合いの仲介手数料を割り引けますか。
834,2,0,30,証券口座を作りたいのですが、手続き方法を教えて下さい。,証券口座を作りたいのですが、手続き方法を教えて下さい。
835,1,23904,30,ちょっと教えて,ちょっと教えて
836,1,24574,30,持株会の担当者は誰。,持株会の担当者は誰。
837,2,0,30,株式口座です。,株式口座です。
838,2,0,30,口座を作りたい。,口座を作りたい。
839,1,0,30,持株会についてです。,持株会についてです。
840,2,0,30,質問の一欄にはありません。,質問の一欄にはありません。
841,2,0,30,電話帳の移行ができない,電話帳の移行ができない
842,1,0,30,社用携帯電話の担当は誰ですか,社用携帯電話の担当は誰ですか
843,1,23902,30,解決しない,解決しない
844,1,24434,30,総務課の人と話はできますか,総務課の人と話はできますか
845,1,0,30,シータが故障しました。どのように対応すればいいでしょうか？,シータが故障しました。どのように対応すればいいでしょうか？
846,1,23782,30,シータを落としてしまった。,シータを落としてしまった。
847,2,0,14,ありません,ありません
848,1,23727,30,借主がﾘﾛｹｰｼｮﾝｼﾞｬﾊﾟﾝの時の重説の対応方法を知りたい。,借主がﾘﾛｹｰｼｮﾝｼﾞｬﾊﾟﾝの時の重説の対応方法を知りたい。
849,2,0,30,東急,東急
850,1,23657,30,重要事項説明不要,重要事項説明不要
851,1,23725,30,重説で業者書式が使える業者はどこになるのか。,重説で業者書式が使える業者はどこになるのか。
852,1,24434,30,直接総務課の方と直接話はできますか。,直接総務課の方と直接話はできますか。
853,1,24434,30,総務課の担当者と直接話ができますか。,総務課の担当者と直接話ができますか。
854,2,0,30,一般社団法人中央調査社から、総務課宛てに「情報関連機器に関するアンケート」が届きました。本社に郵送したらよろしいでしょうか。それとも店舗での対応でしょうか。。,一般社団法人中央調査社から、総務課宛てに「情報関連機器に関するアンケート」が届きました。本社に郵送したらよろしいでしょうか。それとも店舗での対応でしょうか。。
855,2,0,14,はらぱんですが何か,はらぱんですが何か
856,2,0,14,ふぁｌｋｓｄｊふぁｌ；ｋｓｄｆ,ふぁｌｋｓｄｊふぁｌ；ｋｓｄｆ
857,2,0,14,私が腹パンでｓ,私が腹パンでｓ
859,2,0,14,へへｙへｙ,へへｙへｙ
860,1,24653,30,小口の口座を作りたい,小口の口座を作りたい
861,1,24629,30,ＪＩＣの担当者は誰,ＪＩＣの担当者は誰
862,1,24660,30,らく賃の管理について知りたい,らく賃の管理について知りたい
863,1,0,30,お疲れ様です。横須賀中央店の田村です。甲種防火管理者の資格取得についてご質問があります。店舗横須賀中央店において管轄消防署に確認をいたしましたところ、横須賀市の講習が無く、横浜市の近隣消防署に確認をしました。その際、横浜市内に勤めている方を対象との事でした。大きな声では言えないですが、ハウスコム支店で横浜市内にあればそれで対応は出来ると言われましたがそのような形でも問題は無いのでしょうか？資格については取得した際には全国で使えるとの事です。横浜市の方が講習開催日程が多いのでできればそちらで受講したいのですがいかがでしょうか？お返事をお待ちしております。,お疲れ様です。横須賀中央店の田村です。甲種防火管理者の資格取得についてご質問があります。店舗横須賀中央店において管轄消防署に確認をいたしましたところ、横須賀市の講習が無く、横浜市の近隣消防署に確認をしました。その際、横浜市内に勤めている方を対象との事でした。大きな声では言えないですが、ハウスコム支店で横浜市内にあればそれで対応は出来ると言われましたがそのような形でも問題は無いのでしょうか？資格については取得した際には全国で使えるとの事です。横浜市の方が講習開催日程が多いのでできればそちらで受講したいのですがいかがでしょうか？お返事をお待ちしております。
864,2,23807,30,新しい社用携帯とＴＨＥＴＡをＷｉＦｉで接続することが出来ません。どうしたらいいですか？,新しい社用携帯とＴＨＥＴＡをＷｉＦｉで接続することが出来ません。どうしたらいいですか？
865,1,23783,30,シータのWIFIが反応しない。,シータのWIFIが反応しない。
866,2,0,30,おつかれ様です。,おつかれ様です。
867,2,23756,30,ゼンリン地図　発注,ゼンリン地図　発注
868,2,0,30,ゼンリン地図見積もりをお願いします。,ゼンリン地図見積もりをお願いします。
869,2,0,30,ゼンリン地図を見積もり取るにはどうしたらいいですか？,ゼンリン地図を見積もり取るにはどうしたらいいですか？
870,1,23803,30,保管文書の空箱を発注したい。,保管文書の空箱を発注したい。
871,1,23737,30,子供110番のステッカーの発注はどのようにすればよいか。,子供110番のステッカーの発注はどのようにすればよいか。
872,1,24553,30,周辺商品で損害保険（三井住友海上）の担当者は誰になりますか。,周辺商品で損害保険（三井住友海上）の担当者は誰になりますか。
873,1,24633,30,パソコンが足りないです,パソコンが足りないです
874,1,24488,30,エクセルが起動しません,エクセルが起動しません
875,1,23780,30,社用携帯のパスワードを忘れてしまった。,社用携帯のパスワードを忘れてしまった。
876,1,0,30,業務用携帯（Ａｎｄｒｏｉｄ端末）がロックが掛かり使用できません。,業務用携帯（Ａｎｄｒｏｉｄ端末）がロックが掛かり使用できません。
877,2,0,30,ＣＡＳＡクレコムから引き落としに変更したいと連絡があったのですが変更できますか,ＣＡＳＡクレコムから引き落としに変更したいと連絡があったのですが変更できますか
878,2,0,30,Ｃａｓａクレコムを引き落としに変更したい　その方法を教えてください,Ｃａｓａクレコムを引き落としに変更したい　その方法を教えてください
879,2,0,30,アンドロイドの設定の仕方は？,アンドロイドの設定の仕方は？
880,1,0,30,ハウスコムの株式を買いたいのですが、誰に聞けばいいですか？,ハウスコムの株式を買いたいのですが、誰に聞けばいいですか？
881,1,24501,30,ロゴの担当者は誰。,ロゴの担当者は誰。
882,2,0,30,人材耳よりの仕組みは？,人材耳よりの仕組みは？
883,2,0,30,オープンスペースの予約の仕方,オープンスペースの予約の仕方
884,2,0,30,アンドロイドにアプリを入れたい,アンドロイドにアプリを入れたい
885,1,0,30,売上の確定の仕方を教えて,売上の確定の仕方を教えて
886,2,0,24,テストですよ,テストですよ
887,2,0,24,ほげほげ,ほげほげ
888,2,24457,30,JTBえらべる倶楽部をハウスコムでは利用できますか？,JTBえらべる倶楽部をハウスコムでは利用できますか？
889,1,23870,30,お疲れ様です。183小山店　髙橋です。,お疲れ様です。183小山店　髙橋です。
890,1,23644,30,重要事項説明書の記載方法で全部事項上で建物全体と部屋の構造が異なる場合はどのように対応したらよいか。,重要事項説明書の記載方法で全部事項上で建物全体と部屋の構造が異なる場合はどのように対応したらよいか。
891,1,23766,30,新規店舗の店長の名刺は、どちらから発注すればよろしいでしょうか。,新規店舗の店長の名刺は、どちらから発注すればよろしいでしょうか。
892,1,24495,30,一番偉い人は誰？,一番偉い人は誰？
893,1,24499,30,鍵交換の件ですが、戸建ての鍵交換を行いましたが１９４４０円で行いましたがいただいた鍵がＵ９の鍵の場合の処理方法を教えて下さい。,鍵交換の件ですが、戸建ての鍵交換を行いましたが１９４４０円で行いましたがいただいた鍵がＵ９の鍵の場合の処理方法を教えて下さい。
894,1,24447,30,店舗の定休日に本社が一括入金処理をした場合の締め処理はどうしたらよいか。,店舗の定休日に本社が一括入金処理をした場合の締め処理はどうしたらよいか。
895,2,24642,30,預り保険　パスワード,預り保険　パスワード
896,2,0,30,預り保険料がパスワードとっても固まって動かせない,預り保険料がパスワードとっても固まって動かせない
898,1,23782,30,シータを落としてしまった。,シータを落としてしまった。
899,1,24428,30,らく賃で駐車場のみを契約をしたいがどうすればよいか。,らく賃で駐車場のみを契約をしたいがどうすればよいか。
900,1,23640,30,防火管理者の届出について教えてほしい。,防火管理者の届出について教えてほしい。
901,1,24538,30,防火管理者の資格は該当の無い店舗では取得が必要でしょうか？,防火管理者の資格は該当の無い店舗では取得が必要でしょうか？
902,1,13937,1,モーダルウィンドウとは？,モーダルウィンドウとは？
903,1,24543,30,備品・什器関係でデジカメ・シータの担当者は誰。,備品・什器関係でデジカメ・シータの担当者は誰。
904,2,0,15,パーソルさん,パーソルさん
905,1,24629,30,ＪＩＣについての質問は誰宛？,ＪＩＣについての質問は誰宛？
906,1,24667,30,ハウスコムの法人マイナンバーを教えてください。,ハウスコムの法人マイナンバーを教えてください。
907,1, - ,15,はい。接続できていました。,はい。接続できていました。
908,2,24536,30,資格で損害保険募集人の担当者は誰。,資格で損害保険募集人の担当者は誰。
909,2,23649,30,損害保険一般試験について。火災、自動車、傷害疾病全ての資格を保有してますが、更新は火災だけすれば大丈夫ですか？,損害保険一般試験について。火災、自動車、傷害疾病全ての資格を保有してますが、更新は火災だけすれば大丈夫ですか？
910,1,24536,30,資格で少額短期保険募集人の担当者は誰。,資格で少額短期保険募集人の担当者は誰。
911,1,24428,30,らく賃で駐車場のみを契約をしたいがどうすればよいか。,らく賃で駐車場のみを契約をしたいがどうすればよいか。
912,1,0,30,らく賃サポートで、駐車場のみの契約の場合の手続きは？,らく賃サポートで、駐車場のみの契約の場合の手続きは？
913,1,23674,30,らく賃の契約でオリコの審査に落ちたが契約手続きはできますか。,らく賃の契約でオリコの審査に落ちたが契約手続きはできますか。
914,1, - ,41,本体,本体
915,1,24795,41,おはよう！,おはよう！
916,2,0,30,ＦＡＸフォルダのＰＤＦが消えません,ＦＡＸフォルダのＰＤＦが消えません
917,2,0,30,ＦＡＸフォルダにある資料が消しても消えない,ＦＡＸフォルダにある資料が消しても消えない
918,1,24663,30,外部より総務課宛のアンケートが届きました。対応を教えてください。,外部より総務課宛のアンケートが届きました。対応を教えてください。
919,2,0,30,小口精算の場合、新幹線の領収証は必須ですか？,小口精算の場合、新幹線の領収証は必須ですか？
920,1,24505,30,銀行関連で小口精算の担当者は誰。,銀行関連で小口精算の担当者は誰。
921,2,24531,30,法人番号を教えて,法人番号を教えて
922,2,0,30,特優賃とは何ですか？,特優賃とは何ですか？
923,2,0,30,特定優良賃貸物件とは何ですか？,特定優良賃貸物件とは何ですか？
924,2,24531,30,所有者が法人の代表者で、貸主がその法人の場合、委任状は必要ですか？,所有者が法人の代表者で、貸主がその法人の場合、委任状は必要ですか？
925,2,0,30,契約事務手数料として振り込まれた金額を広告料で計上していいですか？,契約事務手数料として振り込まれた金額を広告料で計上していいですか？
926,2,0,30,携帯電話にロックがかかった時,携帯電話にロックがかかった時
927,1,24888,30,所有者が法人の代表者で、貸主がその法人の場合、委任状は必要ですか？,所有者が法人の代表者で、貸主がその法人の場合、委任状は必要ですか？
928,1,24667,30,ハウスコムの法人番号は？,ハウスコムの法人番号は？
929,1,24889,30,特優賃について教えてください。,特優賃について教えてください。
930,2,24889,30,特優賃の場合、契約者様から仲介手数料をいただくことは可能でしょうか？,特優賃の場合、契約者様から仲介手数料をいただくことは可能でしょうか？
931,1,24667,30,ハウスコムの法人番号が知りたい,ハウスコムの法人番号が知りたい
932,2,0,30,たまぷらざ,たまぷらざ
933,2,0,30,ゼンリン地図の見積もりはどうしたらいいですか？,ゼンリン地図の見積もりはどうしたらいいですか？
934,2,23821,30,車両申請はどうすればいいか？,車両申請はどうすればいいか？
935,1,23826,30,駐車場の新規の契約書はどうすればよいか。,駐車場の新規の契約書はどうすればよいか。
936,2,0,30,社用車　駐車場,社用車　駐車場
937,1,24496,30,パワハラを受けました。,パワハラを受けました。
938,1,24643,30,認知症のステッカーが欲しい,認知症のステッカーが欲しい
941,1,25025,42,プリンターが動きません。,プリンターが動きません。
942,1, - ,42,容量が足りません。,容量が足りません。
943,1,24640,30,看板用の結束バンドはどのように頼めばいいですか？,看板用の結束バンドはどのように頼めばいいですか？
944,1,23784,30,シータのWIFIのパスワードがわからない。,シータのWIFIのパスワードがわからない。
945,1,23783,30,シータのWIFIが反応しない。,シータのWIFIが反応しない。
946,1,23792,30,シータが壊れた,シータが壊れた
947,2,23756,30,新入社員の名刺発注は必要ですか,新入社員の名刺発注は必要ですか
948,1,23808,30,新しく入社する社員の名刺はどうしたらいい？,新しく入社する社員の名刺はどうしたらいい？
949,2,24627,30,間取り作成の担当者は誰,間取り作成の担当者は誰
